"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Aug 17 00:56:05 UTC 2025","Sun Aug 17 00:56:05 UTC 2025","0","tests.stock","test_create_stock","","","","test_create_stock_with_empty_string_log_if_not_200[city.post_code]",""
"passed","Sun Aug 17 00:55:35 UTC 2025","Sun Aug 17 00:55:35 UTC 2025","141","tests.cart","test_user_locale","","","","test_update_user_locale_valid_payload_1[partner-payload6]","
    Позитивный тест: Обновление языка/склада/локали авторизованным пользователем."
"passed","Sun Aug 17 00:57:07 UTC 2025","Sun Aug 17 00:57:08 UTC 2025","164","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter1-sort1-search1-pagination0-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sun Aug 17 00:55:58 UTC 2025","Sun Aug 17 00:55:58 UTC 2025","150","tests.cart","test_get_delivery_cost","","","","test_get_delivery_cost_invalid_payload[client-payload3]","Негативный тест: некорректные входные данные"
"passed","Sun Aug 17 00:55:37 UTC 2025","Sun Aug 17 00:55:38 UTC 2025","619","tests.catalog","test_delete_admin_product_translation","","","","test_delete_admin_product_translation_invalid_id[9999999]","Удаление перевода по невалидному product_id — должно вернуть 400 или 404."
"skipped","Sun Aug 17 00:56:14 UTC 2025","Sun Aug 17 00:56:15 UTC 2025","156","tests.statistic","test_team_activations","","","","test_get_team_activation_statistic_negative[payload2-partner]","Негативный тест: ошибка при получении статистики активации команды с невалидным телом запроса"
"skipped","Sun Aug 17 00:55:47 UTC 2025","Sun Aug 17 00:55:47 UTC 2025","0","tests.orders","test_group_order_change_country","","","","test_change_country_success[authorize_partner-200]","Позитивные тесты: успешное изменение страны в групповом заказе"
"passed","Sun Aug 17 00:54:33 UTC 2025","Sun Aug 17 00:54:34 UTC 2025","977","tests.admin_panel.promo","test_74_update_promotion","","","","test_update_promotion_forbidden[partner]","Негативный тест: попытка обновления акции не-админом."
"passed","Sun Aug 17 00:55:13 UTC 2025","Sun Aug 17 00:55:17 UTC 2025","3161","tests.admin_panel.slides","test_57_create_slide","","","","test_create_slide_invalid_payload[payload20-422]","Негативные тесты: некорректные и неполные payload'ы."
"skipped","Sun Aug 17 00:53:35 UTC 2025","Sun Aug 17 00:53:35 UTC 2025","0","tests.account","test_0_marathon","","","","test_create_product_brand_invalid_payload[params0-400-client]",""
