"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jul 16 00:16:59 UTC 2025","Wed Jul 16 00:16:59 UTC 2025","0","tests.orders","test_orders_v2_pay","","","","test_orders_v2_pay_invalid_data[invalid_payload1-400]","Негативный тест: отправка некорректных данных"
"passed","Wed Jul 16 00:15:24 UTC 2025","Wed Jul 16 00:15:27 UTC 2025","2873","tests.admin_panel.promo","test_74_update_promotion","","","","test_update_promotion_name_should_fail_if_not_unique","Негативный тест: попытка обновить имя акции на уже существующий."
"passed","Wed Jul 16 00:16:54 UTC 2025","Wed Jul 16 00:16:54 UTC 2025","198","tests.delivery","test_01_save_delivery_address","","","","test_save_delivery_address_negative[partner-payload3-400]","Негативные тесты на сохранение адреса доставки (отсутствие обязательных полей, некорректные данные)"
"passed","Wed Jul 16 00:17:11 UTC 2025","Wed Jul 16 00:17:15 UTC 2025","4927","tests.admin_panel.slides","test_61_upload_slides_images","","","","test_upload_only_single_slide_image_field[preview-test_png.png-image/png-preview]","Проверка: загрузка только одного изображения не должна заполнять другие поля."
"passed","Wed Jul 16 00:15:19 UTC 2025","Wed Jul 16 00:15:21 UTC 2025","1810","tests.admin_panel.promo","test_73_get_promotion_by_id","","","","test_get_promotion_by_id","Позитивный тест: получение акции по ID"
"passed","Wed Jul 16 00:16:52 UTC 2025","Wed Jul 16 00:16:52 UTC 2025","196","tests.cart","test_get_delivery_cost","","","","test_get_delivery_cost_invalid_payload[client-payload1]","Негативный тест: некорректные входные данные"
"passed","Wed Jul 16 00:16:25 UTC 2025","Wed Jul 16 00:16:28 UTC 2025","2968","tests.catalog","test_update_admin_product","","","","test_update_admin_product_full_payload",""
"passed","Wed Jul 16 00:16:45 UTC 2025","Wed Jul 16 00:16:46 UTC 2025","1029","tests.catalog","test_create_admin_product","","","","test_create_product_unauthorized",""
"skipped","Wed Jul 16 00:14:43 UTC 2025","Wed Jul 16 00:14:43 UTC 2025","0","tests.account","test_update_default_stock","","","","test_update_default_stock_positive[client-payload0]","Позитивные тесты на изменение дефолтного склада"
"passed","Wed Jul 16 00:17:09 UTC 2025","Wed Jul 16 00:17:10 UTC 2025","198","tests.cart","test_get_delivery_cost","","","","test_get_delivery_cost_invalid_payload[admin-payload1]","Негативный тест: некорректные входные данные"
