"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 22 00:53:33 UTC 2025","Fri Aug 22 00:53:34 UTC 2025","1445","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments1-ChangePersonalData]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Fri Aug 22 00:50:32 UTC 2025","Fri Aug 22 00:50:33 UTC 2025","1397","tests.delivery","test_02_get_delivery_address","","","","test_get_delivery_addresses_permissions[partner]","Тест: проверка получения адресов"
"passed","Fri Aug 22 00:50:17 UTC 2025","Fri Aug 22 00:50:19 UTC 2025","1342","tests.admin_panel.slides","test_61_upload_slides_images","","","","test_upload_slide_images_invalid_format[invalid.exe-application/octet-stream-400]","Негативный и позитивный тест: загрузка изображений в разных форматах."
"skipped","Fri Aug 22 00:48:26 UTC 2025","Fri Aug 22 00:48:26 UTC 2025","0","tests.account","test_pass_change","","","","test_change_password_positive[client-payload1]","Позитивные тесты на изменение пароля"
"passed","Fri Aug 22 00:48:26 UTC 2025","Fri Aug 22 00:48:26 UTC 2025","187","tests.account","test_0_bonus_tokens","","","","test_get_bonus_tokens_positive[admin]","Позитивные тесты на получение списка токенов"
"passed","Fri Aug 22 00:48:50 UTC 2025","Fri Aug 22 00:48:51 UTC 2025","1119","tests.admin_panel.categories","test_57_v2_update_category","","","","test_v2_update_category_invalid_payload[payload0-expected_code0]","Негативный тест: обновление категории с невалидным или неполным телом запроса."
"passed","Fri Aug 22 00:51:49 UTC 2025","Fri Aug 22 00:51:49 UTC 2025","175","tests.statistic","test_team_go","","","","test_get_team_go_statistic_negative[payload5-client]","Негативный тест: ошибка при получении статистики по команде с невалидным телом запроса"
"passed","Fri Aug 22 00:53:26 UTC 2025","Fri Aug 22 00:53:26 UTC 2025","177","tests.tickets","test_01_get_tickets","","","","test_get_tickets_invalid_filter[invalid_filter3-400-partner]","Негативный тест: передаем некорректные параметры фильтрации"
"passed","Fri Aug 22 00:54:51 UTC 2025","Fri Aug 22 00:54:53 UTC 2025","1340","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[admin-attachments2-QuestionsAboutTheHousingAndCarProgram]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Fri Aug 22 00:50:14 UTC 2025","Fri Aug 22 00:50:14 UTC 2025","199","tests.auth","test_05_logout","","","","test_logout_success[partner]","Тест разлогинивания с валидным токеном (клиент, партнёр, админ)"
