"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 06 00:15:41 UTC 2025","Sun Jul 06 00:15:42 UTC 2025","605","tests.admin_panel.categories","test_56_v2_create_category","","","","test_v2_create_category_unauthorized","Негативный тест: создание категории без авторизации."
"passed","Sun Jul 06 00:15:33 UTC 2025","Sun Jul 06 00:15:34 UTC 2025","612","tests.PROJECT_FUND.initiatives","test_get_report_by_id","","","","test_get_report_by_invalid_id[-https://dev.ewahelps.com/api]","Негативный тест: невалидный или несуществующий path-параметр"
"passed","Sun Jul 06 00:16:53 UTC 2025","Sun Jul 06 00:16:53 UTC 2025","632","tests.auth","test_01_check_version","","","","test_check_version[Frontend-3.0.0-200]","Тест проверяет API /check_version для разных платформ и версий."
"passed","Sun Jul 06 00:15:52 UTC 2025","Sun Jul 06 00:15:54 UTC 2025","1698","tests.admin_panel.categories","test_48_update_category","","","","test_update_category_invalid_payload[payload1-400]","Негативный тест: обновление категории с невалидным или неполным телом запроса."
"passed","Sun Jul 06 00:18:21 UTC 2025","Sun Jul 06 00:18:22 UTC 2025","1225","tests.tickets","test_09_get_ticket_messages","","","","test_get_ticket_messages_positive[admin]","Позитивный тест: успешное получение списка сообщений тикета"
"passed","Sun Jul 06 00:17:03 UTC 2025","Sun Jul 06 00:17:07 UTC 2025","3534","tests.catalog","test_create_admin_product_translation","","","","test_create_admin_product_translation_success[ru]","Позитивный тест: создание/обновление перевода продукта для разных языков."
"passed","Sun Jul 06 00:17:15 UTC 2025","Sun Jul 06 00:17:16 UTC 2025","837","tests.admin_panel.slides","test_57_create_slide","","","","test_create_slide_title_color_validation[123456-400]","Проверка валидации поля title_color при создании слайдера."
"passed","Sun Jul 06 00:18:28 UTC 2025","Sun Jul 06 00:18:32 UTC 2025","3617","tests.tickets","test_10_send_message_to_ticket","","","","test_send_message_role_permissions[authorize_client-authorize_admin-200]","Проверка доступа к отправке сообщений в тикеты в зависимости от роли"
"skipped","Sun Jul 06 00:17:40 UTC 2025","Sun Jul 06 00:17:40 UTC 2025","197","tests.orders","test_group_order_change_country","","","","test_change_country_invalid_data[invalid_payload2-client]","Негативные тесты: передача некорректных данных"
"passed","Sun Jul 06 00:15:32 UTC 2025","Sun Jul 06 00:15:32 UTC 2025","198","tests.account","test_0_top_partners_top_recruiters","","","","test_get_top_partners_top_recruiters_positive[admin]","Позитивные тесты на получение топ-партнеров по количеству активных партнеров"
"passed","Sun Jul 06 00:17:48 UTC 2025","Sun Jul 06 00:17:51 UTC 2025","3340","tests.delivery","test_03_delete_delivery_address","","","","test_delete_delivery_address_permissions[authorize_partner-authorize_client-True]","Тест: проверка прав доступа при удалении адресов"
"passed","Sun Jul 06 00:17:03 UTC 2025","Sun Jul 06 00:17:04 UTC 2025","1627","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_payload[payload5-expected_code5]","Негативный тест: обновление слайда с невалидным или неполным телом запроса."
"passed","Sun Jul 06 00:21:44 UTC 2025","Sun Jul 06 00:21:45 UTC 2025","1604","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[admin-attachments2-QuestionsAboutInternationalDelivery]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Sun Jul 06 00:16:54 UTC 2025","Sun Jul 06 00:16:58 UTC 2025","4272","tests.admin_panel.slides","test_61_upload_slides_images","","","","test_upload_slide_images_invalid_format[invalid.exe-application/octet-stream-400]","Негативный и позитивный тест: загрузка изображений в разных форматах."
"passed","Sun Jul 06 00:16:25 UTC 2025","Sun Jul 06 00:16:26 UTC 2025","852","tests.admin_panel.promo","test_76_get_promotion_items","","","","test_get_promotion_item_invalid_id[0-0]","Негативный тест: получение элемента с невалидным ID акции."
"passed","Sun Jul 06 00:17:49 UTC 2025","Sun Jul 06 00:17:50 UTC 2025","198","tests.statistic","test_team_activations","","","","test_get_team_activation_statistic_positive[payload1-partner]","Позитивный тест: получение статистики по активации команды с валидным телом запроса"
"passed","Sun Jul 06 00:17:00 UTC 2025","Sun Jul 06 00:17:01 UTC 2025","1238","tests.cart","test_get_delivery_cost","","","","test_get_delivery_cost_success_full_payload[admin]","Позитивный тест: успешное получение ТК при полном наборе параметров"
