"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Aug 03 00:17:01 UTC 2025","Sun Aug 03 00:17:02 UTC 2025","574","tests.admin_panel","test_accrue_auto_bonus","","","","test_accrue_auto_bonus_invalid_payload[payload3-400]",""
"passed","Sun Aug 03 00:18:40 UTC 2025","Sun Aug 03 00:18:40 UTC 2025","138","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search1-pagination1-client]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sun Aug 03 00:18:16 UTC 2025","Sun Aug 03 00:18:17 UTC 2025","562","tests.admin_panel.slides","test_57_create_slide","","","","test_create_slide_invalid_payload[payload21-422]","Негативные тесты: некорректные и неполные payload'ы."
"skipped","Sun Aug 03 00:18:13 UTC 2025","Sun Aug 03 00:18:13 UTC 2025","0","tests.delivery","test_01_save_delivery_address","","","","test_save_delivery_address_positive[client-payload2]","Позитивные тесты на сохранение адреса доставки"
"passed","Sun Aug 03 00:19:38 UTC 2025","Sun Aug 03 00:19:38 UTC 2025","138","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort0-search2-pagination1-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sun Aug 03 00:17:50 UTC 2025","Sun Aug 03 00:17:51 UTC 2025","896","tests.admin_panel.slides","test_58_get_slides_by_id","","","","test_get_slides_by_id_success","Позитивный тест: успешное получение слайда по ID админом."
"skipped","Sun Aug 03 00:16:57 UTC 2025","Sun Aug 03 00:16:57 UTC 2025","0","tests.account","test_delete","","","","test_delete_account_positive[client]","Позитивные тесты на удаление аккаунта"
"passed","Sun Aug 03 00:20:09 UTC 2025","Sun Aug 03 00:20:10 UTC 2025","1203","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments1-ChangePersonalData]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Sun Aug 03 00:18:01 UTC 2025","Sun Aug 03 00:18:04 UTC 2025","2260","tests.admin_panel.slides","test_61_upload_slides_images","","","","test_upload_slide_images_file_too_large[5.3-fields_to_send1-400]","Негативный тест: загрузка слишком большого изображения."
"passed","Sun Aug 03 00:17:47 UTC 2025","Sun Aug 03 00:17:48 UTC 2025","904","tests.admin_panel.sliders","test_55_delete_sliders","","","","test_delete_slider_forbidden[partner]","Негативный тест: попытка удаления слайдера не-админом."
"skipped","Sun Aug 03 00:16:53 UTC 2025","Sun Aug 03 00:16:53 UTC 2025","0","tests.account","test_0_marathon","","","","test_create_product_brand_invalid_payload[params3-400-client]",""
