"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 21 00:14:01 UTC 2025","Sat Jun 21 00:14:02 UTC 2025","1234","tests.admin_panel","test_42_update_product_brand","","","","test_update_product_brand_invalid_payload[payload4-expected_code4]","Негативный тест: обновление бренда с невалидным или неполным телом запроса."
"skipped","Sat Jun 21 00:15:50 UTC 2025","Sat Jun 21 00:15:50 UTC 2025","155","tests.statistic","test_team_registrations","","","","test_get_team_registration_statistic_negative[payload2-client]","Негативный тест: ошибка при получении статистики регистрации команды с невалидным телом запроса"
"passed","Sat Jun 21 00:16:00 UTC 2025","Sat Jun 21 00:16:00 UTC 2025","157","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort1-search2-pagination0-client]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sat Jun 21 00:16:24 UTC 2025","Sat Jun 21 00:16:26 UTC 2025","1195","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[client-attachments2-QuestionsAboutPaymentsToIP]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Sat Jun 21 00:15:27 UTC 2025","Sat Jun 21 00:15:28 UTC 2025","147","tests.delivery","test_02_get_delivery_address","","","","test_get_delivery_addresses_invalid_pagination[invalid_pagination3-partner]","Негативные тесты: передача некорректных параметров пагинации"
"passed","Sat Jun 21 00:14:38 UTC 2025","Sat Jun 21 00:14:38 UTC 2025","621","tests.admin_panel","test_78_delete_promotion_item","","","","test_delete_promotion_item_invalid_id[1.5-1.5]","Негативный тест: удаление элемента акции с невалидным ID продукта."
"skipped","Sat Jun 21 00:15:56 UTC 2025","Sat Jun 21 00:15:57 UTC 2025","633","tests.tickets","test_07_delete_ticket","","","","test_delete_tickets_negative[ticket_ids0-400]","Негативные тесты: удаление с некорректными данными"
"passed","Sat Jun 21 00:13:35 UTC 2025","Sat Jun 21 00:13:35 UTC 2025","156","tests.account","test_0_top_partners_game_0824","","","","test_get_top_partners_game_0824_positive[client]","Позитивные тесты на получение топ-партнеров в игре 08/24"
"passed","Sat Jun 21 00:15:47 UTC 2025","Sat Jun 21 00:15:48 UTC 2025","159","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search1-pagination1-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sat Jun 21 00:15:21 UTC 2025","Sat Jun 21 00:15:24 UTC 2025","2165","tests.catalog","test_update_admin_product","","","","test_update_admin_product_duplicate_slug","Негативный тест: обновление продукта с существующим slug."
"passed","Sat Jun 21 00:16:02 UTC 2025","Sat Jun 21 00:16:10 UTC 2025","7724","tests.tickets","test_10_send_message_to_ticket","","","","test_send_message_role_permissions[authorize_client-authorize_admin-200]","Проверка доступа к отправке сообщений в тикеты в зависимости от роли"
