"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 19 00:18:36 UTC 2025","Sat Jul 19 00:18:37 UTC 2025","1244","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[admin-attachments1-ChangePersonalData]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Sat Jul 19 00:18:14 UTC 2025","Sat Jul 19 00:18:14 UTC 2025","570","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[admin-attachments0-QuestionsAboutTheMarriageContract]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Sat Jul 19 00:15:56 UTC 2025","Sat Jul 19 00:15:56 UTC 2025","134","tests.orders","test_group_order_change_country","","","","test_change_country_invalid_data[invalid_payload1-partner]","Негативные тесты: передача некорректных данных"
"skipped","Sat Jul 19 00:14:14 UTC 2025","Sat Jul 19 00:14:14 UTC 2025","0","tests.admin_panel.products","test_01_delete_product_group","","","","test_delete_product_group_forbidden[partner]","Негативный тест: попытка удаления продукт группы не-админом."
"passed","Sat Jul 19 00:17:25 UTC 2025","Sat Jul 19 00:17:26 UTC 2025","1217","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments1-QuestionsAboutPaymentsToIP]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Sat Jul 19 00:14:54 UTC 2025","Sat Jul 19 00:14:56 UTC 2025","1374","tests.admin_panel.promo","test_74_update_promotion","","","","test_update_promotion_invalid_payload[payload3-400]","Негативный тест: обновление акции с невалидным или неполным телом запроса."
"skipped","Sat Jul 19 00:14:08 UTC 2025","Sat Jul 19 00:14:08 UTC 2025","0","tests.account","test_update","","","","test_update_account_positive[partner-payload1]","Позитивные тесты на обновление данных аккаунта"
"skipped","Sat Jul 19 00:19:15 UTC 2025","Sat Jul 19 00:19:15 UTC 2025","0","tests.tickets","test_04_create_ticket","","","","test_create_ticket_invalid_attachment[client]","Негативный тест: попытка загрузки вложения с некорректными данными"
"passed","Sat Jul 19 00:15:15 UTC 2025","Sat Jul 19 00:15:16 UTC 2025","583","tests.admin_panel.slides","test_60_delete_slides","","","","test_delete_slide_invalid_id[9999999]","Негативный тест: удаление несуществующего или некорректного слайда."
"passed","Sat Jul 19 00:17:17 UTC 2025","Sat Jul 19 00:17:17 UTC 2025","146","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort0-search2-pagination0-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Sat Jul 19 00:15:53 UTC 2025","Sat Jul 19 00:15:53 UTC 2025","143","tests.delivery","test_01_save_delivery_address","","","","test_save_delivery_address_negative[client-payload1-400]","Негативные тесты на сохранение адреса доставки (отсутствие обязательных полей, некорректные данные)"
"skipped","Sat Jul 19 00:14:08 UTC 2025","Sat Jul 19 00:14:08 UTC 2025","0","tests.account","test_history_admin","","","","test_get_admin_history_positive[client-payload0]","Позитивные тесты на получение истории бонусов для админа"
"passed","Sat Jul 19 00:15:22 UTC 2025","Sat Jul 19 00:15:23 UTC 2025","877","tests.cart","test_get_delivery_cost","","","","test_get_delivery_cost_success_full_payload[partner]","Позитивный тест: успешное получение ТК при полном наборе параметров"
"passed","Sat Jul 19 00:15:09 UTC 2025","Sat Jul 19 00:15:09 UTC 2025","558","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_id[0]","Негативный тест: несуществующий или некорректный ID."
"passed","Sat Jul 19 00:16:04 UTC 2025","Sat Jul 19 00:16:04 UTC 2025","145","tests.statistic","test_team_activations","","","","test_get_team_activation_statistic_positive[payload2-client]","Позитивный тест: получение статистики по активации команды с валидным телом запроса"
"passed","Sat Jul 19 00:14:56 UTC 2025","Sat Jul 19 00:14:59 UTC 2025","3035","tests.admin_panel.promo","test_76_get_promotion_items","","","","test_get_promotion_item_invalid_id[1.5-1.5]","Негативный тест: получение элемента с невалидным ID."
"passed","Sat Jul 19 00:14:08 UTC 2025","Sat Jul 19 00:14:09 UTC 2025","745","tests.PROJECT_FUND.initiatives","test_get_report_by_id","","","","test_get_report_by_invalid_id[1.5-https://dev.ewahelps.com/api]","Негативный тест: невалидный или несуществующий path-параметр"
"passed","Sat Jul 19 00:14:30 UTC 2025","Sat Jul 19 00:14:31 UTC 2025","1273","tests.admin_panel.categories","test_57_v2_update_category","","","","test_v2_update_category_invalid_payload[payload4-422]","Негативный тест: обновление категории с невалидным или неполным телом запроса."
"skipped","Sat Jul 19 00:14:08 UTC 2025","Sat Jul 19 00:14:08 UTC 2025","0","tests.account","test_token","","","","test_add_token_positive[client-payload1]","Позитивные тесты на добавление токена"
"passed","Sat Jul 19 00:14:34 UTC 2025","Sat Jul 19 00:14:35 UTC 2025","1398","tests.admin_panel.promo","test_71_get_promotions","","","","test_get_promotions_after_adding","Интеграционный тест: добавление акции и проверка ее наличия в списке по ID."
"skipped","Sat Jul 19 00:14:08 UTC 2025","Sat Jul 19 00:14:08 UTC 2025","0","tests.account","test_family_agreement_create_three","","","","test_create_family_agreement_three_positive[client-payload0]","Позитивные тесты на создание семейного соглашения при аннулировании второго партнера"
