"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 20 01:35:29 UTC 2026","Wed May 20 01:35:30 UTC 2026","699","tests.register","test_02_register_partner","","","","test_register_partner_negative[payload3-400]","Тест: негативные тесты для регистрации партнера вручную"
"passed","Wed May 20 01:30:55 UTC 2026","Wed May 20 01:30:57 UTC 2026","1114","tests.admin_panel.promo","test_75_delete_promotion_by_id","","","","test_delete_promotion_success","Позитивный тест: успешное удаление акции."
"passed","Wed May 20 00:49:51 UTC 2026","Wed May 20 00:49:52 UTC 2026","974","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_invalid_payload[payload2-expected_code2]","
    Негативный тест: обновление слайда с невалидным или неполным телом запроса
    "
"passed","Wed May 20 01:28:55 UTC 2026","Wed May 20 01:28:56 UTC 2026","1029","tests.orders","test_group_order_join_roles_and_rejections","","","","test_group_order_join_group_order_not_found[authorize_client]","
    Негатив: group_order_id не существует
    "
"skipped","Wed May 20 00:43:23 UTC 2026","Wed May 20 00:43:23 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort1-search2-pagination0-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Wed May 20 00:47:39 UTC 2026","Wed May 20 00:47:41 UTC 2026","1784","tests.cart","test_01_user_locale","","","","test_update_user_locale_valid_payload[client-payload0]",""
"passed","Wed May 20 01:20:40 UTC 2026","Wed May 20 01:20:41 UTC 2026","979","tests.admin_panel.categories","test_56_v2_create_category","","","","test_v2_create_category_slug_should_fail_if_not_unique","Негативный тест: попытка создать категорию с уже существующим slug."
"passed","Wed May 20 00:48:58 UTC 2026","Wed May 20 00:48:59 UTC 2026","1143","tests.cart","test_02_get_delivery_cost","","","","test_get_delivery_cost_success_full_payload[client]","Позитив: успешное получение ТК при полном наборе параметров"
"passed","Wed May 20 01:07:18 UTC 2026","Wed May 20 01:07:18 UTC 2026","148","tests.admin_panel.sliders","test_52_create_slider","","","","test_create_slider_forbidden[partner]","Негативный тест: создание слайдера не-админом запрещено."
"passed","Wed May 20 01:44:01 UTC 2026","Wed May 20 01:44:04 UTC 2026","2692","tests.stock","test_stock_free_delivery","","","","test_stock_by_id_contains_is_free_delivery_flag","
    Через 1С создаём склад с is_free_delivery_enabled=True → /stock/{id} должен вернуть этот флаг
    "
"passed","Wed May 20 01:15:42 UTC 2026","Wed May 20 01:15:42 UTC 2026","433","tests.cart","test_delivery_address_save_apply","","","","test_save_address_apply_true_ru_success",""
"passed","Wed May 20 01:34:18 UTC 2026","Wed May 20 01:34:18 UTC 2026","149","tests.admin_panel.slides","test_62_slides_update_video_url","","","","test_update_video_url_forbidden[client]","Негативный тест: не-админ не может обновить ссылку на мастер-файл"
"passed","Wed May 20 00:54:25 UTC 2026","Wed May 20 00:54:25 UTC 2026","978","tests.admin_panel.sliders","test_54_update_slider","","","","test_update_slider_invalid_payload[payload6-expected_code6]","Негативный тест: обновление слайдера с невалидным или неполным телом запроса."
"skipped","Wed May 20 01:12:05 UTC 2026","Wed May 20 01:12:06 UTC 2026","147","tests.account","test_convert_multi_accounts_admin","","","","test_convert_multi_accounts_admin_unknown_account_returns_400",""
"skipped","Wed May 20 01:30:07 UTC 2026","Wed May 20 01:30:07 UTC 2026","141","tests.account","test_multi_accounts","","","","test_multi_account_invalid_iso[partner-ABC]",""
"skipped","Wed May 20 00:50:41 UTC 2026","Wed May 20 00:50:41 UTC 2026","0","tests.account","test_0_marathon","","","","test_create_product_brand_invalid_payload[params0-400-admin]",""
"skipped","Wed May 20 00:53:30 UTC 2026","Wed May 20 00:53:30 UTC 2026","0","tests.PROJECT_EDUCATION.orders","test_post_orders","","","","test_post_orders_unauthorized__401_403[headers1]","Негатив: без авторизации"
"passed","Wed May 20 01:12:44 UTC 2026","Wed May 20 01:12:44 UTC 2026","627","tests.admin_panel","test_04_generate_support_token","","","","test_invalid_user_id_for_token_returns_client_error[None]",""
"passed","Wed May 20 01:13:30 UTC 2026","Wed May 20 01:13:30 UTC 2026","313","tests.admin_panel.users","test_post_admin_users_exclusive_preorder_permissions","","","","test_post_exclusive_preorder_permissions_requires_admin[partner]","
    клиент/партнёр не могут управлять exclusive preorder permissions → 403
    "
"passed","Wed May 20 01:07:31 UTC 2026","Wed May 20 01:07:31 UTC 2026","148","tests.statistic","test_team_activations","","","","test_get_team_activation_statistic_positive[payload1-client]","Позитивный тест: получение статистики по активации команды с валидным телом запроса"
"passed","Wed May 20 01:13:48 UTC 2026","Wed May 20 01:13:48 UTC 2026","790","tests.admin_panel.users","test_post_admin_users_exclusive_preorder_permissions","","","","test_post_exclusive_preorder_permissions_validation_errors_400[payload9]","
    Негатив: некорректный payload
    "
"passed","Wed May 20 01:09:42 UTC 2026","Wed May 20 01:09:42 UTC 2026","634","tests.reviews","test_reviews_create_post","","","","test_reviews_create_invalid_types_return_client_error[patch4]",""
"passed","Wed May 20 01:10:58 UTC 2026","Wed May 20 01:10:58 UTC 2026","150","tests.orders","test_create_order_by_delivery_address","","","","test_create_order_invalid_data[invalid_payload2-expected_status2-admin]",""
"passed","Wed May 20 01:06:49 UTC 2026","Wed May 20 01:06:50 UTC 2026","971","tests.admin_panel.products","test_42_update_product_brand","","","","test_update_product_brand_invalid_payload[payload2-expected_code2]","Негативный тест: обновление бренда с невалидным или неполным телом запроса."
"passed","Wed May 20 01:25:06 UTC 2026","Wed May 20 01:25:07 UTC 2026","646","tests.admin_panel","test_accrue_auto_bonus","","","","test_accrue_auto_bonus_invalid_payload[payload3-400]",""
