"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 02 18:28:56 UTC 2026","Thu Apr 02 18:28:56 UTC 2026","0","tests.account","test_account_branded_wallet_delete","","","","test_delete_flow_upload_then_delete_then_get_null[partner]",""
"broken","Thu Apr 02 18:28:51 UTC 2026","Thu Apr 02 18:28:51 UTC 2026","0","tests.admin_panel.products","test_41_get_product_brand_by_id","","","","test_get_product_brand_unauthorized",""
"broken","Thu Apr 02 18:29:00 UTC 2026","Thu Apr 02 18:29:00 UTC 2026","0","tests.catalog","test_exclusive_preorder_products_by_id","","","","test_products_by_id_exclusive_hidden_without_permission[partner]",""
"broken","Thu Apr 02 18:28:40 UTC 2026","Thu Apr 02 18:28:40 UTC 2026","0","tests.cart","test_12_cart_estimate_delivery","","","","test_estimate_delivery_success[partner-dpd_courier-payload12]",""
"broken","Thu Apr 02 18:28:39 UTC 2026","Thu Apr 02 18:28:39 UTC 2026","0","tests.cart","test_02_get_delivery_cost","","","","test_get_delivery_cost_success_partial_payload[client-payload5-400]",""
"broken","Thu Apr 02 18:28:51 UTC 2026","Thu Apr 02 18:28:51 UTC 2026","0","tests.admin_panel.products","test_41_get_product_brand_by_id","","","","test_get_product_brand_invalid_id[1.5]",""
"broken","Thu Apr 02 18:28:53 UTC 2026","Thu Apr 02 18:28:53 UTC 2026","0","tests.admin_panel.promo","test_78_delete_promotion_item","","","","test_delete_promotion_item_forbidden[partner]",""
"broken","Thu Apr 02 18:28:39 UTC 2026","Thu Apr 02 18:28:39 UTC 2026","0","tests.account","test_update_utc_offset","","","","test_update_utc_offset_null_rejected",""
"skipped","Thu Apr 02 18:28:55 UTC 2026","Thu Apr 02 18:28:55 UTC 2026","0","tests.PROJECT_FUND.initiatives","test_get_reports","","","","test_get_reports_invalid_query_params[query2-https://dev.ewahelps.com/api]",""
"broken","Thu Apr 02 18:28:48 UTC 2026","Thu Apr 02 18:28:48 UTC 2026","0","tests.delivery","test_get_emu_pickup_points","","","","test_get_emu_pickup_points_invalid_city_id_should_fail[None-admin]",""
"broken","Thu Apr 02 18:28:37 UTC 2026","Thu Apr 02 18:28:37 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter1-sort0-search0-pagination0-admin]",""
"broken","Thu Apr 02 18:28:40 UTC 2026","Thu Apr 02 18:28:40 UTC 2026","0","tests.admin_panel.slides","test_59_update_slide","","","","test_update_slide_unauthorized",""
