"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 17 01:13:54 UTC 2026","Fri Apr 17 01:13:54 UTC 2026","445","tests.delivery","test_get_dpd_offices","","","","test_get_dpd_offices_invalid_city_id_should_fail[-1-admin]",""
"passed","Fri Apr 17 01:10:56 UTC 2026","Fri Apr 17 01:10:57 UTC 2026","488","tests.orders","test_create_order_by_delivery_address","","","","test_create_order_invalid_data[invalid_payload2-expected_status2-admin]",""
"skipped","Fri Apr 17 00:54:28 UTC 2026","Fri Apr 17 00:54:29 UTC 2026","723","tests.one_c","test_cart_calculate_full_coverage","","","","test_payment_invalid_uuid[aaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Fri Apr 17 01:12:13 UTC 2026","Fri Apr 17 01:12:14 UTC 2026","639","tests.reviews","test_reviews_create_post","","","","test_reviews_create_invalid_product_id[-1]",""
"passed","Fri Apr 17 01:20:26 UTC 2026","Fri Apr 17 01:20:26 UTC 2026","476","tests.admin_panel.slides","test_62_slides_get_upload_urls","","","","test_get_upload_urls_forbidden[partner]","Негативный тест: неадмин не может получить ссылки на загрузку видео файлов"
"skipped","Fri Apr 17 01:17:49 UTC 2026","Fri Apr 17 01:17:50 UTC 2026","627","tests.tickets","test_09_get_ticket_messages","","","","test_get_ticket_messages_invalid_id_format[None]","Негативный тест: запрос с некорректным ID (строка, спецсимволы, пустое значение)"
"passed","Fri Apr 17 01:20:48 UTC 2026","Fri Apr 17 01:20:49 UTC 2026","888","tests.cart","test_11_cart_save_delivery_method","","","","test_cart_save_delivery_method_invalid_payload_returns_400[payload1]",""
"passed","Fri Apr 17 00:56:28 UTC 2026","Fri Apr 17 00:56:30 UTC 2026","1592","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[client-attachments2-OtherQuestions]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Fri Apr 17 00:59:57 UTC 2026","Fri Apr 17 00:59:57 UTC 2026","0","tests.stock","test_create_stock","","","","test_create_stock_with_empty_string_log_if_not_200[city.region_id]",""
"skipped","Fri Apr 17 00:59:57 UTC 2026","Fri Apr 17 00:59:57 UTC 2026","0","tests.stock","test_create_stock","","","","test_create_stock_with_empty_string_log_if_not_200[address]",""
"passed","Fri Apr 17 01:24:57 UTC 2026","Fri Apr 17 01:24:58 UTC 2026","520","tests.cart","test_03_cart_get","","","","test_get_cart_unauthorized","Негатив: запрос без авторизации/корзины."
"passed","Fri Apr 17 01:15:03 UTC 2026","Fri Apr 17 01:15:03 UTC 2026","625","tests.admin_panel.periods","test_get_period_by_id","","","","test_get_period_by_id__200_strict[client]",""
"skipped","Fri Apr 17 01:25:37 UTC 2026","Fri Apr 17 01:25:37 UTC 2026","0","tests.admin_panel.products","test_0_create_product","","","","test_create_product",""
"passed","Fri Apr 17 01:23:26 UTC 2026","Fri Apr 17 01:23:26 UTC 2026","463","tests.auth","test_04_refresh","","","","test_refresh_token_invalid","Тест обновления токена с недействительным refresh-токеном."
"broken","Fri Apr 17 01:24:28 UTC 2026","Fri Apr 17 01:24:28 UTC 2026","0","tests.promo_time.new_year_lottery","test_new_year_lottery_info","","","","test_get_new_year_lottery_info_empty[partner]","
    ккорректная форма ответа
    "
"skipped","Fri Apr 17 01:05:05 UTC 2026","Fri Apr 17 01:05:05 UTC 2026","0","tests.account","test_account_branded_wallet_get","","","","test_get_past_year_should_be_200[client]","
    прошлый период. днные есть - 200
    "
"passed","Fri Apr 17 01:12:54 UTC 2026","Fri Apr 17 01:12:55 UTC 2026","547","tests.cart","test_delivery_address_save_apply","","","","test_save_address_apply_true_ru_success",""
"skipped","Fri Apr 17 01:17:47 UTC 2026","Fri Apr 17 01:17:48 UTC 2026","657","tests.tickets","test_09_get_ticket_messages","","","","test_get_ticket_messages_invalid_id_format[abc]","Негативный тест: запрос с некорректным ID (строка, спецсимволы, пустое значение)"
"skipped","Fri Apr 17 01:21:22 UTC 2026","Fri Apr 17 01:21:22 UTC 2026","447","tests.delivery","test_get_kgpost_offices","","","","test_get_kgpost_offices_unauthorized",""
"passed","Fri Apr 17 01:23:25 UTC 2026","Fri Apr 17 01:23:25 UTC 2026","472","tests.auth","test_03_token_auth","","","","test_auth_by_invalid_token","Тест авторизации с невалидным токеном"
"skipped","Fri Apr 17 01:21:01 UTC 2026","Fri Apr 17 01:21:01 UTC 2026","470","tests.delivery","test_get_delivery_regions","","","","test_get_delivery_regions_unauthorized","Негатив: запрос без авторизации."
"passed","Fri Apr 17 01:09:35 UTC 2026","Fri Apr 17 01:09:36 UTC 2026","639","tests.admin_panel.products","test_40_create_product_brand","","","","test_create_product_brand_invalid_payload[payload7-expected_codes7]","Негативные кейсы: невалидные поля при создании бренда."
"skipped","Fri Apr 17 01:14:40 UTC 2026","Fri Apr 17 01:14:40 UTC 2026","0","tests.account","test_get_languages","","","","test_get_languages_forbidden[admin]","Негативный тест: получение списка языков админом."
"failed","Fri Apr 17 01:13:39 UTC 2026","Fri Apr 17 01:13:39 UTC 2026","448","tests.delivery","test_get_boxberry_offices","","","","test_get_boxberry_offices_invalid_city_id_should_fail[-1-admin]",""
"broken","Fri Apr 17 01:05:40 UTC 2026","Fri Apr 17 01:05:40 UTC 2026","0","tests.admin_panel.promo","test_74_update_promotion","","","","test_update_promotion_invalid_payload[payload7-400]","Негативный тест: обновление акции с невалидным или неполным телом запроса"
"passed","Fri Apr 17 00:56:14 UTC 2026","Fri Apr 17 00:56:16 UTC 2026","1624","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[client-attachments2-QuestionsAboutOrders]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"broken","Fri Apr 17 01:17:41 UTC 2026","Fri Apr 17 01:17:41 UTC 2026","0","tests.tickets","test_02_get_ticket_by_id","","","","test_get_ticket_success[admin]","Позитивный тест: успешное получение тикета по ID для клиента, партнера и администратора."
"broken","Fri Apr 17 01:14:15 UTC 2026","Fri Apr 17 01:14:15 UTC 2026","0","tests.admin_panel.products","test_product_files_update","","","","test_update_invalid_urls",""
"passed","Fri Apr 17 01:09:34 UTC 2026","Fri Apr 17 01:09:34 UTC 2026","616","tests.admin_panel.products","test_40_create_product_brand","","","","test_create_product_brand_invalid_payload[payload4-expected_codes4]","Негативные кейсы: невалидные поля при создании бренда."
"passed","Fri Apr 17 01:13:37 UTC 2026","Fri Apr 17 01:13:38 UTC 2026","449","tests.delivery","test_get_boxberry_offices","","","","test_get_boxberry_offices_missing_city_id_should_fail[admin]",""
"passed","Fri Apr 17 01:24:20 UTC 2026","Fri Apr 17 01:24:21 UTC 2026","1192","tests.catalog","test_get_items_list","","","","test_get_items_list_success[admin]","
    Позитивный тест: успешное получение списка атомарных товаров
    "
"passed","Fri Apr 17 01:08:45 UTC 2026","Fri Apr 17 01:08:45 UTC 2026","458","tests.delivery","test_self_pickup_offices","","","","test_self_pickup_offices_invalid_params[admin-params3]","
    Негатив: невалидные параметры  = 400
    "
"passed","Fri Apr 17 01:24:09 UTC 2026","Fri Apr 17 01:24:10 UTC 2026","168","tests.auth","test_06_full_logout","","","","test_full_logout_success[partner]",""
"broken","Fri Apr 17 01:10:32 UTC 2026","Fri Apr 17 01:10:32 UTC 2026","0","tests.admin_panel.categories","test_57_v2_update_category","","","","test_v2_update_category_success","Позитивный тест: успешное обновление категории (все поля)."
"skipped","Fri Apr 17 01:23:32 UTC 2026","Fri Apr 17 01:23:33 UTC 2026","464","tests.cart","test_16_cart_update_stock","","","","test_update_stock_invalid_payload[client-payload0]","Негатив: невалидный payload"
"passed","Fri Apr 17 01:13:59 UTC 2026","Fri Apr 17 01:13:59 UTC 2026","450","tests.delivery","test_get_emu_pickup_points","","","","test_get_emu_pickup_points_missing_city_id_should_fail[admin]","Негатив: отсутствует обязательный query-параметр city_id → 400/422."
"skipped","Fri Apr 17 01:16:11 UTC 2026","Fri Apr 17 01:16:11 UTC 2026","0","tests.tickets","test_06_close_ticket","","","","test_close_tickets_negative[admin-ticket_ids0-400]","Негативные тесты: закрытие с некорректными данными"
"passed","Fri Apr 17 01:09:21 UTC 2026","Fri Apr 17 01:09:21 UTC 2026","614","tests.delivery","test_get_delivery_countries","","","","test_get_delivery_countries_success[delivery-partner]","Позитив: успешное получение списка стран с разными значениями ?from=."
"skipped","Fri Apr 17 01:17:33 UTC 2026","Fri Apr 17 01:17:34 UTC 2026","633","tests.reviews","test_reviews_update_post","","","","test_reviews_update_boundary[message--400]",""
"broken","Fri Apr 17 01:08:45 UTC 2026","Fri Apr 17 01:08:45 UTC 2026","0","tests.admin_panel.categories","test_80_create_category_translation","","","","test_create_category_translation_success[mn]","Позитивный тест: создание/обновление перевода категории для разных языков."
"broken","Fri Apr 17 01:05:35 UTC 2026","Fri Apr 17 01:05:35 UTC 2026","0","tests.one_c","test_free_delivery_to_regions_and_cities","","","","test_1c_free_delivery_remove_from_all_cities_only",""
"skipped","Fri Apr 17 01:18:00 UTC 2026","Fri Apr 17 01:18:00 UTC 2026","0","tests.admin_panel","test_accrue_presidential_pool","","","","test_accrue_presidential_pool_for_partner",""
"passed","Fri Apr 17 01:07:17 UTC 2026","Fri Apr 17 01:07:23 UTC 2026","6519","tests.cart","test_free_delivery_by_rc_and_belts","","","","test_below_threshold_contract[\u041c\u043e\u0441\u043a\u0432\u0430-client-zone_3-belt_cfg2]","
    КОНТРАКТ:
    free МОЖЕТ быть
    платная МОЖЕТ быть
    advance_costs МОЖЕТ быть []
    "
"broken","Fri Apr 17 01:25:51 UTC 2026","Fri Apr 17 01:25:51 UTC 2026","0","tests.temporary","test_last_cleanup_orphan_boxes","","","","test_cleanup_orphan_boxes_is_idempotent","
    Проверяем:
      1) сколько сирот есть сейчас,
      2) cleanup удаляет ровно их количество,
      3) повторный запуск не удаляет ничего.
    "
"passed","Fri Apr 17 01:02:41 UTC 2026","Fri Apr 17 01:02:44 UTC 2026","2146","tests.cart","test_01_user_locale","","","","test_update_user_locale_invalid_language_enum[partner-None]",""
"passed","Fri Apr 17 00:57:02 UTC 2026","Fri Apr 17 00:57:03 UTC 2026","1727","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments1-QuestionsAboutPaymentsToIP]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Fri Apr 17 00:53:25 UTC 2026","Fri Apr 17 00:53:26 UTC 2026","865","tests.one_c","test_cart_calculate_full_coverage","","","","test_required_fields[shipping_customer]",""
"skipped","Fri Apr 17 00:54:48 UTC 2026","Fri Apr 17 00:54:49 UTC 2026","810","tests.one_c","test_cart_calculate_full_coverage","","","","test_email_validation[billing_customer-invalid-email]",""
"skipped","Fri Apr 17 01:18:12 UTC 2026","Fri Apr 17 01:18:12 UTC 2026","0","tests.orders","test_shop_digital_flow","","","","test_one_click_digital_happy_path[client]",""
"skipped","Fri Apr 17 00:59:45 UTC 2026","Fri Apr 17 00:59:45 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter2-sort1-search0-pagination0-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"skipped","Fri Apr 17 00:59:45 UTC 2026","Fri Apr 17 00:59:45 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort0-search0-pagination0-partner]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"skipped","Fri Apr 17 01:16:54 UTC 2026","Fri Apr 17 01:16:54 UTC 2026","485","tests.cart","test_14_cart_update_personal_data","","","","test_update_personal_data_invalid_payload[client-payload2]","
    Негатив: отсутствующие обязательные поля или невалидные значения
    "
"passed","Fri Apr 17 00:56:43 UTC 2026","Fri Apr 17 00:56:44 UTC 2026","915","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments0-QuestionsAboutOrders]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Fri Apr 17 01:05:15 UTC 2026","Fri Apr 17 01:05:15 UTC 2026","0","tests.admin_panel.categories","test_50_upload_category_images","","","","test_upload_category_images_unauthorized","Негативный тест: загрузка изображений категории без авторизации."
"passed","Fri Apr 17 01:20:12 UTC 2026","Fri Apr 17 01:20:13 UTC 2026","773","tests.stock","test_get_stocks","","","","test_get_stocks[partner]","Запрос всех складов"
"skipped","Fri Apr 17 01:21:38 UTC 2026","Fri Apr 17 01:21:38 UTC 2026","0","tests.account","test_family_agreement_update_status","","","","test_update_family_agreement_status_positive[partner-payload1]","Позитивные тесты на изменение статуса семейного соглашения"
"passed","Fri Apr 17 01:00:51 UTC 2026","Fri Apr 17 01:00:51 UTC 2026","470","tests.delivery","test_get_cities","","","","test_get_cities_invalid_city_name_should_fail[a-partner]","
    Негатив: city_name — строка
    "
"passed","Fri Apr 17 01:12:14 UTC 2026","Fri Apr 17 01:12:15 UTC 2026","450","tests.account","test_get_account_exists","","","","test_get_account_exists_positive[params0-admin]","Нкгатив: невлидны id"
"passed","Fri Apr 17 01:16:23 UTC 2026","Fri Apr 17 01:16:24 UTC 2026","612","tests.admin_panel.categories","test_47_get_categories_by_id","","","","test_get_categories_invalid_id[0]","Негативный тест: получение категории по невалидному ID."
"skipped","Fri Apr 17 01:05:15 UTC 2026","Fri Apr 17 01:05:15 UTC 2026","0","tests.catalog","test_create_admin_product","","","","test_create_product_duplicate_slug[ka]",""
"passed","Fri Apr 17 00:57:52 UTC 2026","Fri Apr 17 00:57:54 UTC 2026","1568","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[partner-attachments2-OtherQuestions]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"passed","Fri Apr 17 00:55:19 UTC 2026","Fri Apr 17 00:55:20 UTC 2026","908","tests.tickets","test_04_create_ticket","","","","test_create_ticket_success[client-attachments0-QuestionsAboutOrders]","Позитивный тест: создание тикета с разными темами и вложениями для клиента, партнера и админа"
"skipped","Fri Apr 17 00:59:45 UTC 2026","Fri Apr 17 00:59:45 UTC 2026","0","tests.tickets","test_01_get_tickets","","","","test_get_tickets_success[filter0-sort1-search0-pagination0-admin]","Позитивный тест: получение списка тикетов с разными комбинациями параметров"
"passed","Fri Apr 17 01:07:08 UTC 2026","Fri Apr 17 01:07:12 UTC 2026","3500","tests.cart","test_free_delivery_by_rc_and_belts","","","","test_below_threshold_contract[\u041c\u043e\u0441\u043a\u0432\u0430-client-zone_1-belt_cfg0]","
    КОНТРАКТ:
    free МОЖЕТ быть
    платная МОЖЕТ быть
    advance_costs МОЖЕТ быть []
    "
