"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 26 03:34:21 UTC 2026","Sun Apr 26 03:34:22 UTC 2026","1004","tests.cart","test_11_cart_save_delivery_method","","","","test_cart_save_delivery_method_invalid_payload_returns_400[payload0]",""
"broken","Sun Apr 26 03:21:51 UTC 2026","Sun Apr 26 03:21:51 UTC 2026","0","tests.admin_panel.products","test_44_upload_product_brand_images","","","","test_upload_product_brand_images_formats[invalid.txt-text/plain-400]","Проверка загрузки изображений бренда в разных форматах: негативные и позитивные кейсы."
"passed","Sun Apr 26 03:35:12 UTC 2026","Sun Apr 26 03:35:13 UTC 2026","656","tests.account","test_0_profile","","","","test_get_profile_contains_updated_utc_offset_after_update[partner]",""
"passed","Sun Apr 26 03:32:08 UTC 2026","Sun Apr 26 03:32:09 UTC 2026","786","tests.cart","test_08_cart_delete","","","","test_delete_cart_item_invalid_payload[partner-payload2]","Негатив: невалидный payload при удалении позиции"
"broken","Sun Apr 26 03:22:32 UTC 2026","Sun Apr 26 03:22:32 UTC 2026","0","tests.admin_panel.products","test_42_update_product_brand","","","","test_update_product_brand_forbidden[client]","Негативный тест: попытка обновления бренда не-админом."
"passed","Sun Apr 26 03:25:51 UTC 2026","Sun Apr 26 03:25:52 UTC 2026","942","tests.cart","test_23_cart_calculate_delivery_flag","","","","test_update_multi_invalid_items_payload[client]",""
"passed","Sun Apr 26 03:28:32 UTC 2026","Sun Apr 26 03:28:33 UTC 2026","517","tests.orders","test_group_order_v2_create","","","","test_group_order_v2_create_unauthorized",""
"passed","Sun Apr 26 03:06:49 UTC 2026","Sun Apr 26 03:06:49 UTC 2026","491","tests.one_c","test_cart_calculate_full_coverage","","","","test_bonus_info_invalid_types[bonus-10]",""
"skipped","Sun Apr 26 03:38:42 UTC 2026","Sun Apr 26 03:38:42 UTC 2026","0","tests.account","test_delete_avatar","","","","test_delete_avatar_positive[client]","Позитивные тесты на удаление аватара"
"passed","Sun Apr 26 03:21:35 UTC 2026","Sun Apr 26 03:21:36 UTC 2026","495","tests.delivery","test_self_pickup_offices","","","","test_self_pickup_offices_invalid_params[admin-params1]","
    Негатив: невалидные параметры  = 400
    "
